name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,like
Alright,0.00748,https://api.spotify.com/v1/audio-analysis/3R8V8KakrrW4F6hWttron2,0.599,168009,0.395,3R8V8KakrrW4F6hWttron2,0.935,1,0.104,-13.079,1,0.389,139.968,4,https://api.spotify.com/v1/tracks/3R8V8KakrrW4F6hWttron2,audio_features,spotify:track:3R8V8KakrrW4F6hWttron2,0.0922,1.0
Last Night,0.799,https://api.spotify.com/v1/audio-analysis/0mGjx7RlO48qjGczwsfNu3,0.542,209360,0.317,0mGjx7RlO48qjGczwsfNu3,0.0,0,0.0879,-10.278,1,0.0452,85.904,4,https://api.spotify.com/v1/tracks/0mGjx7RlO48qjGczwsfNu3,audio_features,spotify:track:0mGjx7RlO48qjGczwsfNu3,0.224,1.0
Somebody's Daughter,0.00206,https://api.spotify.com/v1/audio-analysis/7GW2dqJ13S3UutqzSuvzlR,0.479,226667,0.8590000000000001,7GW2dqJ13S3UutqzSuvzlR,0.0,0,0.123,-5.207999999999998,1,0.0395,173.924,4,https://api.spotify.com/v1/tracks/7GW2dqJ13S3UutqzSuvzlR,audio_features,spotify:track:7GW2dqJ13S3UutqzSuvzlR,0.537,0.0
The Bones,0.27899999999999997,https://api.spotify.com/v1/audio-analysis/3npzogdOEiVsieXmmhBepL,0.612,197293,0.57,3npzogdOEiVsieXmmhBepL,0.0,11,0.0963,-6.642,0,0.0347,77.00399999999998,4,https://api.spotify.com/v1/tracks/3npzogdOEiVsieXmmhBepL,audio_features,spotify:track:3npzogdOEiVsieXmmhBepL,0.335,1.0
Out of My Hands,0.0627,https://api.spotify.com/v1/audio-analysis/1qRDrHtcdLAKiryk0jPtmY,0.65,203089,0.561,1qRDrHtcdLAKiryk0jPtmY,7.9e-06,5,0.266,-6.584,0,0.0451,132.941,4,https://api.spotify.com/v1/tracks/1qRDrHtcdLAKiryk0jPtmY,audio_features,spotify:track:1qRDrHtcdLAKiryk0jPtmY,0.537,1.0
House of the Wizard,0.07400000000000001,https://api.spotify.com/v1/audio-analysis/6lWWNREq5Y4VnGJG70AiR1,0.257,223246,0.6940000000000001,6lWWNREq5Y4VnGJG70AiR1,0.00209,0,0.212,-6.367000000000001,1,0.0481,70.01100000000001,4,https://api.spotify.com/v1/tracks/6lWWNREq5Y4VnGJG70AiR1,audio_features,spotify:track:6lWWNREq5Y4VnGJG70AiR1,0.149,1.0
Love the Way You Lie,0.00026000000000000003,https://api.spotify.com/v1/audio-analysis/5L4rEoWo2rDwwsiKh8teQx,0.211,297240,0.984,5L4rEoWo2rDwwsiKh8teQx,2.52e-06,7,0.102,-2.886,1,0.104,156.014,4,https://api.spotify.com/v1/tracks/5L4rEoWo2rDwwsiKh8teQx,audio_features,spotify:track:5L4rEoWo2rDwwsiKh8teQx,0.258,0.0
LOVE AGAIN,0.41,https://api.spotify.com/v1/audio-analysis/2fhePAlCSsJplwkjqMYpVm,0.5529999999999999,214278,0.441,2fhePAlCSsJplwkjqMYpVm,2.57e-06,5,0.107,-6.4110000000000005,1,0.0918,76.988,4,https://api.spotify.com/v1/tracks/2fhePAlCSsJplwkjqMYpVm,audio_features,spotify:track:2fhePAlCSsJplwkjqMYpVm,0.525,1.0
Bon Bon Chocolat,0.0343,https://api.spotify.com/v1/audio-analysis/06Pvy98db25O7wlfFFFIRM,0.719,228682,0.828,06Pvy98db25O7wlfFFFIRM,0.0,6,0.0747,-5.559,1,0.0613,139.927,4,https://api.spotify.com/v1/tracks/06Pvy98db25O7wlfFFFIRM,audio_features,spotify:track:06Pvy98db25O7wlfFFFIRM,0.634,0.0
Heartbeat (BTS World Original Soundtrack),0.39,https://api.spotify.com/v1/audio-analysis/5EgYDyMDCi8X0zDydTF7Rb,0.437,253304,0.716,5EgYDyMDCi8X0zDydTF7Rb,0.0,5,0.208,-4.306,1,0.05,170.094,4,https://api.spotify.com/v1/tracks/5EgYDyMDCi8X0zDydTF7Rb,audio_features,spotify:track:5EgYDyMDCi8X0zDydTF7Rb,0.307,0.0
Human Race,0.0565,https://api.spotify.com/v1/audio-analysis/7q096gH9G0OjuUduheqM4l,0.261,249280,0.8490000000000001,7q096gH9G0OjuUduheqM4l,1.84e-06,10,0.242,-5.146,1,0.0591,142.791,4,https://api.spotify.com/v1/tracks/7q096gH9G0OjuUduheqM4l,audio_features,spotify:track:7q096gH9G0OjuUduheqM4l,0.23,1.0
Love Can Kill,0.0073799999999999985,https://api.spotify.com/v1/audio-analysis/0EaF0Hz9RlY9pnSVyjRiLw,0.583,150680,0.473,0EaF0Hz9RlY9pnSVyjRiLw,0.000293,5,0.128,-6.888999999999999,0,0.0247,80.829,4,https://api.spotify.com/v1/tracks/0EaF0Hz9RlY9pnSVyjRiLw,audio_features,spotify:track:0EaF0Hz9RlY9pnSVyjRiLw,0.545,1.0
Jesus In LA,0.537,https://api.spotify.com/v1/audio-analysis/5i2JGF65pHKSfMEjSMrBC3,0.767,172606,0.627,5i2JGF65pHKSfMEjSMrBC3,0.0,0,0.359,-4.096,1,0.0401,94.028,4,https://api.spotify.com/v1/tracks/5i2JGF65pHKSfMEjSMrBC3,audio_features,spotify:track:5i2JGF65pHKSfMEjSMrBC3,0.6890000000000001,1.0
One Man Band,0.667,https://api.spotify.com/v1/audio-analysis/3ksmU0DaEUMEVzx5V6cc3z,0.705,186520,0.363,3ksmU0DaEUMEVzx5V6cc3z,0.0,6,0.112,-8.327,1,0.0355,75.98,4,https://api.spotify.com/v1/tracks/3ksmU0DaEUMEVzx5V6cc3z,audio_features,spotify:track:3ksmU0DaEUMEVzx5V6cc3z,0.482,0.0
Thnks fr th Mmrs,0.00511,https://api.spotify.com/v1/audio-analysis/18GC3F8YPGB8CePXcTUizQ,0.459,203507,0.8909999999999999,18GC3F8YPGB8CePXcTUizQ,0.0,10,0.106,-5.057,0,0.0623,154.83700000000005,4,https://api.spotify.com/v1/tracks/18GC3F8YPGB8CePXcTUizQ,audio_features,spotify:track:18GC3F8YPGB8CePXcTUizQ,0.588,0.0
Damn Regret,0.000439,https://api.spotify.com/v1/audio-analysis/70eO70Zr9XyqYCo9AOYJnF,0.545,166013,0.915,70eO70Zr9XyqYCo9AOYJnF,0.0,2,0.197,-3.439,1,0.0463,118.959,4,https://api.spotify.com/v1/tracks/70eO70Zr9XyqYCo9AOYJnF,audio_features,spotify:track:70eO70Zr9XyqYCo9AOYJnF,0.476,0.0
Somewhere I Belong,0.00038,https://api.spotify.com/v1/audio-analysis/1d5UuboIPRMD4HaU3yycKC,0.451,213933,0.951,1d5UuboIPRMD4HaU3yycKC,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,https://api.spotify.com/v1/tracks/1d5UuboIPRMD4HaU3yycKC,audio_features,spotify:track:1d5UuboIPRMD4HaU3yycKC,0.442,0.0
Slow Hours,0.189,https://api.spotify.com/v1/audio-analysis/6gyeaab6u8qGxz1nbY4Jjh,0.487,147017,0.398,6gyeaab6u8qGxz1nbY4Jjh,0.211,9,0.114,-10.503,1,0.0568,99.139,3,https://api.spotify.com/v1/tracks/6gyeaab6u8qGxz1nbY4Jjh,audio_features,spotify:track:6gyeaab6u8qGxz1nbY4Jjh,0.0456,1.0
Beer Can’t Fix,0.0317,https://api.spotify.com/v1/audio-analysis/0g0d7TYam9svE9sZKDVyOg,0.711,209733,0.774,0g0d7TYam9svE9sZKDVyOg,0.0,7,0.124,-4.0680000000000005,1,0.0308,111.016,4,https://api.spotify.com/v1/tracks/0g0d7TYam9svE9sZKDVyOg,audio_features,spotify:track:0g0d7TYam9svE9sZKDVyOg,0.939,0.0
SICKO MODE,0.00513,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,0.8340000000000001,312820,0.73,2xLMifQCjDGFmkHkpNLD9h,0.0,8,0.124,-3.714,1,0.222,155.00799999999995,4,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.446,1.0
Twenty Something - Stripped Sessions,0.107,https://api.spotify.com/v1/audio-analysis/0qxRmtTovuLU4VBz5y4DsJ,0.598,261527,0.429,0qxRmtTovuLU4VBz5y4DsJ,0.00936,8,0.0849,-11.145,1,0.0368,99.933,4,https://api.spotify.com/v1/tracks/0qxRmtTovuLU4VBz5y4DsJ,audio_features,spotify:track:0qxRmtTovuLU4VBz5y4DsJ,0.0568,1.0
Calling All Cars,2.7600000000000014e-05,https://api.spotify.com/v1/audio-analysis/4WbqwcyD05EawVsZT5eKUY,0.378,203307,0.966,4WbqwcyD05EawVsZT5eKUY,1.05e-05,2,0.0958,-3.213,1,0.0988,167.90599999999995,4,https://api.spotify.com/v1/tracks/4WbqwcyD05EawVsZT5eKUY,audio_features,spotify:track:4WbqwcyD05EawVsZT5eKUY,0.425,0.0
Hope,0.488,https://api.spotify.com/v1/audio-analysis/4BiiOzZCrXEzHRLYcYFiD5,0.773,180120,0.6990000000000001,4BiiOzZCrXEzHRLYcYFiD5,3.6000000000000007e-06,1,0.0814,-5.982,0,0.0958,104.941,4,https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5,audio_features,spotify:track:4BiiOzZCrXEzHRLYcYFiD5,0.513,1.0
You’re Not The Only One (Redemption Song),0.293,https://api.spotify.com/v1/audio-analysis/6ZZcEpdRmcgYX1rgBW7m7z,0.653,183640,0.419,6ZZcEpdRmcgYX1rgBW7m7z,0.0,9,0.111,-7.4860000000000015,1,0.0414,98.983,4,https://api.spotify.com/v1/tracks/6ZZcEpdRmcgYX1rgBW7m7z,audio_features,spotify:track:6ZZcEpdRmcgYX1rgBW7m7z,0.366,1.0
WHO DO U LOVE?,0.28,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,0.782,189035,0.637,6YKCEtfZXXyionWJPtT5jb,0.0,10,0.114,-5.63,0,0.264,101.989,4,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,audio_features,spotify:track:6YKCEtfZXXyionWJPtT5jb,0.389,0.0
Hold The Line (feat. A R I Z O N A),0.329,https://api.spotify.com/v1/audio-analysis/6EBlOYNcZ8MrdEov9lEdV6,0.648,171786,0.5539999999999999,6EBlOYNcZ8MrdEov9lEdV6,2.56e-05,9,0.0803,-7.005,1,0.0341,98.045,4,https://api.spotify.com/v1/tracks/6EBlOYNcZ8MrdEov9lEdV6,audio_features,spotify:track:6EBlOYNcZ8MrdEov9lEdV6,0.3720000000000001,1.0
Forever Young,0.0426,https://api.spotify.com/v1/audio-analysis/2naEVOadudtXHwtZNfjMDM,0.6,237077,0.96,2naEVOadudtXHwtZNfjMDM,0.0,4,0.0882,-1.807,1,0.095,109.863,4,https://api.spotify.com/v1/tracks/2naEVOadudtXHwtZNfjMDM,audio_features,spotify:track:2naEVOadudtXHwtZNfjMDM,0.503,0.0
Paranoid,0.0379,https://api.spotify.com/v1/audio-analysis/3fpVWegR6YOS1Yk5HSMYIq,0.61,221787,0.5539999999999999,3fpVWegR6YOS1Yk5HSMYIq,3.84e-05,0,0.166,-5.501,1,0.13699999999999998,159.85,4,https://api.spotify.com/v1/tracks/3fpVWegR6YOS1Yk5HSMYIq,audio_features,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,0.244,1.0
Uh-Oh,0.0586,https://api.spotify.com/v1/audio-analysis/1OBb2wZMXKNmtdyyejLIyL,0.781,207600,0.814,1OBb2wZMXKNmtdyyejLIyL,0.0,11,0.118,-3.315,0,0.0648,92.037,4,https://api.spotify.com/v1/tracks/1OBb2wZMXKNmtdyyejLIyL,audio_features,spotify:track:1OBb2wZMXKNmtdyyejLIyL,0.782,0.0
What are you up to,0.336,https://api.spotify.com/v1/audio-analysis/0y2tNViyMIGWO0vhNVQaj7,0.726,182773,0.668,0y2tNViyMIGWO0vhNVQaj7,0.0,0,0.0872,-3.436,1,0.389,159.952,4,https://api.spotify.com/v1/tracks/0y2tNViyMIGWO0vhNVQaj7,audio_features,spotify:track:0y2tNViyMIGWO0vhNVQaj7,0.873,0.0
"I'm Not A Thief, I'm A Treasure Hunter",0.00014199999999999998,https://api.spotify.com/v1/audio-analysis/146UE7we0gOcTQ118xmR0A,0.217,198693,0.926,146UE7we0gOcTQ118xmR0A,0.000987,4,0.416,-3.28,0,0.0623,84.14200000000002,4,https://api.spotify.com/v1/tracks/146UE7we0gOcTQ118xmR0A,audio_features,spotify:track:146UE7we0gOcTQ118xmR0A,0.35100000000000003,0.0
Everything in Life is Yours,0.365,https://api.spotify.com/v1/audio-analysis/1xzMuAXawoFfKt8EHMiCA3,0.6509999999999999,249440,0.588,1xzMuAXawoFfKt8EHMiCA3,6.15e-05,6,0.0673,-6.767,0,0.162,154.04,4,https://api.spotify.com/v1/tracks/1xzMuAXawoFfKt8EHMiCA3,audio_features,spotify:track:1xzMuAXawoFfKt8EHMiCA3,0.421,1.0
I Believe,0.0857,https://api.spotify.com/v1/audio-analysis/1vYh9x8UmFTLbXiizk9Qc5,0.7490000000000001,217533,0.774,1vYh9x8UmFTLbXiizk9Qc5,1.14e-05,9,0.11,-6.221,1,0.12,99.019,4,https://api.spotify.com/v1/tracks/1vYh9x8UmFTLbXiizk9Qc5,audio_features,spotify:track:1vYh9x8UmFTLbXiizk9Qc5,0.35,1.0
Wave,0.0886,https://api.spotify.com/v1/audio-analysis/28xjm4FnnGI4Xnds7VoNSl,0.624,203933,0.86,28xjm4FnnGI4Xnds7VoNSl,1.1e-05,1,0.123,-3.346,1,0.0387,99.968,4,https://api.spotify.com/v1/tracks/28xjm4FnnGI4Xnds7VoNSl,audio_features,spotify:track:28xjm4FnnGI4Xnds7VoNSl,0.447,0.0
How to Get Your Girl Back,0.774,https://api.spotify.com/v1/audio-analysis/0lu5Irhoh5R1CCnz6mviWD,0.728,319223,0.354,0lu5Irhoh5R1CCnz6mviWD,0.0116,5,0.132,-11.71,0,0.0287,103.102,4,https://api.spotify.com/v1/tracks/0lu5Irhoh5R1CCnz6mviWD,audio_features,spotify:track:0lu5Irhoh5R1CCnz6mviWD,0.212,1.0
All I Need,0.021,https://api.spotify.com/v1/audio-analysis/2mGWmvIIvs7jKEXxyh7Wfb,0.612,214063,0.792,2mGWmvIIvs7jKEXxyh7Wfb,0.951,7,0.0987,-7.382000000000001,0,0.0278,115.111,4,https://api.spotify.com/v1/tracks/2mGWmvIIvs7jKEXxyh7Wfb,audio_features,spotify:track:2mGWmvIIvs7jKEXxyh7Wfb,0.546,1.0
What I've Done,0.0141,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,0.623,205613,0.93,18lR4BzEs7e3qzc0KVkTpU,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,audio_features,spotify:track:18lR4BzEs7e3qzc0KVkTpU,0.287,0.0
In the End,0.0103,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.542,216933,0.853,60a0Rd6pjrkxjPbaKzXjfq,0.0,3,0.108,-6.407,0,0.0498,105.256,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.37,0.0
Such Great Heights,0.00034700000000000003,https://api.spotify.com/v1/audio-analysis/35eSAkuHzUaZBje8iYPyv7,0.281,264320,0.941,35eSAkuHzUaZBje8iYPyv7,0.0,5,0.118,-4.599,1,0.153,174.96099999999996,4,https://api.spotify.com/v1/tracks/35eSAkuHzUaZBje8iYPyv7,audio_features,spotify:track:35eSAkuHzUaZBje8iYPyv7,0.218,0.0
No Divide,0.195,https://api.spotify.com/v1/audio-analysis/11NuP9gjDYOKnUFIuivJat,0.488,292101,0.9079999999999999,11NuP9gjDYOKnUFIuivJat,0.0011,6,0.342,-5.559,0,0.0416,147.953,4,https://api.spotify.com/v1/tracks/11NuP9gjDYOKnUFIuivJat,audio_features,spotify:track:11NuP9gjDYOKnUFIuivJat,0.495,1.0
Too Many Gods,0.334,https://api.spotify.com/v1/audio-analysis/0fhoeNTlGRZgNlwfVLauFs,0.557,149733,0.618,0fhoeNTlGRZgNlwfVLauFs,1.35e-05,0,0.0921,-5.4460000000000015,1,0.0442,121.214,4,https://api.spotify.com/v1/tracks/0fhoeNTlGRZgNlwfVLauFs,audio_features,spotify:track:0fhoeNTlGRZgNlwfVLauFs,0.1,1.0
Knockin' Boots,0.129,https://api.spotify.com/v1/audio-analysis/6ERR6e7h6wCqGoz1TjiUJb,0.7390000000000001,199382,0.682,6ERR6e7h6wCqGoz1TjiUJb,0.0,2,0.328,-3.728,1,0.205,131.983,4,https://api.spotify.com/v1/tracks/6ERR6e7h6wCqGoz1TjiUJb,audio_features,spotify:track:6ERR6e7h6wCqGoz1TjiUJb,0.634,0.0
Pura Vida,0.0008,https://api.spotify.com/v1/audio-analysis/62n6ORGz7Mfp7foP0B41qT,0.557,285487,0.8959999999999999,62n6ORGz7Mfp7foP0B41qT,0.898,4,0.10400000000000001,-7.242999999999999,0,0.0501,90.036,4,https://api.spotify.com/v1/tracks/62n6ORGz7Mfp7foP0B41qT,audio_features,spotify:track:62n6ORGz7Mfp7foP0B41qT,0.408,1.0
Soldier,0.253,https://api.spotify.com/v1/audio-analysis/0P7hldeLJsslU345SbZi5R,0.531,224720,0.648,0P7hldeLJsslU345SbZi5R,0.0,6,0.098,-6.12,1,0.0601,148.007,4,https://api.spotify.com/v1/tracks/0P7hldeLJsslU345SbZi5R,audio_features,spotify:track:0P7hldeLJsslU345SbZi5R,0.326,1.0
Rollin,0.446,https://api.spotify.com/v1/audio-analysis/0lMbuWUpfTWhEmOKxppEau,0.753,272653,0.76,0lMbuWUpfTWhEmOKxppEau,3.13e-05,6,0.182,-4.518,0,0.0859,91.95299999999999,4,https://api.spotify.com/v1/tracks/0lMbuWUpfTWhEmOKxppEau,audio_features,spotify:track:0lMbuWUpfTWhEmOKxppEau,0.657,1.0
Lose You Too,0.153,https://api.spotify.com/v1/audio-analysis/5JkUNbYSn06ghlmu0NRUMf,0.445,186463,0.35700000000000004,5JkUNbYSn06ghlmu0NRUMf,0.0,7,0.35600000000000004,-9.163,1,0.0445,147.062,4,https://api.spotify.com/v1/tracks/5JkUNbYSn06ghlmu0NRUMf,audio_features,spotify:track:5JkUNbYSn06ghlmu0NRUMf,0.159,1.0
피카부 Peek-A-Boo,0.0868,https://api.spotify.com/v1/audio-analysis/42tFTth2jcF7iSo0RBjfJF,0.839,189050,0.902,42tFTth2jcF7iSo0RBjfJF,0.00257,1,0.272,-3.612,0,0.0536,114.953,4,https://api.spotify.com/v1/tracks/42tFTth2jcF7iSo0RBjfJF,audio_features,spotify:track:42tFTth2jcF7iSo0RBjfJF,0.639,0.0
High Like This,0.217,https://api.spotify.com/v1/audio-analysis/4kRVS1AZ218gzWPDECbxKF,0.61,221197,0.581,4kRVS1AZ218gzWPDECbxKF,0.574,6,0.0809,-10.453,1,0.0806,198.01,4,https://api.spotify.com/v1/tracks/4kRVS1AZ218gzWPDECbxKF,audio_features,spotify:track:4kRVS1AZ218gzWPDECbxKF,0.8079999999999999,1.0
Hot Potato,0.0303,https://api.spotify.com/v1/audio-analysis/3p0Yf3CR22tu84xNgYk8Bb,0.6779999999999999,78360,0.723,3p0Yf3CR22tu84xNgYk8Bb,0.0,0,0.222,-7.957999999999997,1,0.117,170.83599999999996,4,https://api.spotify.com/v1/tracks/3p0Yf3CR22tu84xNgYk8Bb,audio_features,spotify:track:3p0Yf3CR22tu84xNgYk8Bb,0.932,1.0
Used To,0.278,https://api.spotify.com/v1/audio-analysis/24qOlCdUSSU6ungmY6fZmi,0.659,174280,0.451,24qOlCdUSSU6ungmY6fZmi,0.0,10,0.0889,-8.16,1,0.032,101.99,4,https://api.spotify.com/v1/tracks/24qOlCdUSSU6ungmY6fZmi,audio_features,spotify:track:24qOlCdUSSU6ungmY6fZmi,0.392,1.0
Gooseberry,0.862,https://api.spotify.com/v1/audio-analysis/0gnXUuIxCdeDGja6c7tsJj,0.73,146747,0.358,0gnXUuIxCdeDGja6c7tsJj,0.84,0,0.118,-8.381,0,0.0572,82.977,4,https://api.spotify.com/v1/tracks/0gnXUuIxCdeDGja6c7tsJj,audio_features,spotify:track:0gnXUuIxCdeDGja6c7tsJj,0.58,1.0
MIROH,0.00911,https://api.spotify.com/v1/audio-analysis/4WuKHgxdCJsaOBIh7yndty,0.563,207617,0.979,4WuKHgxdCJsaOBIh7yndty,0.0,9,0.249,-3.104,1,0.104,126.063,4,https://api.spotify.com/v1/tracks/4WuKHgxdCJsaOBIh7yndty,audio_features,spotify:track:4WuKHgxdCJsaOBIh7yndty,0.503,0.0
The Ransom,0.0322,https://api.spotify.com/v1/audio-analysis/7gFHmKbZSWd2Z83db2bFJz,0.34600000000000003,230293,0.97,7gFHmKbZSWd2Z83db2bFJz,0.0,7,0.67,-4.387,0,0.204,170.06799999999996,4,https://api.spotify.com/v1/tracks/7gFHmKbZSWd2Z83db2bFJz,audio_features,spotify:track:7gFHmKbZSWd2Z83db2bFJz,0.226,0.0
Break My Heart,0.379,https://api.spotify.com/v1/audio-analysis/1QjiCN0f7Kz732ayby0pnZ,0.7020000000000001,158130,0.456,1QjiCN0f7Kz732ayby0pnZ,0.0,2,0.0829,-7.689,1,0.181,139.879,4,https://api.spotify.com/v1/tracks/1QjiCN0f7Kz732ayby0pnZ,audio_features,spotify:track:1QjiCN0f7Kz732ayby0pnZ,0.491,1.0
Writing On The Walls,0.00364,https://api.spotify.com/v1/audio-analysis/313yF0VXTCmFFoYEJF7nBQ,0.358,242413,0.959,313yF0VXTCmFFoYEJF7nBQ,0.000237,2,0.35600000000000004,-3.139,0,0.0874,91.938,4,https://api.spotify.com/v1/tracks/313yF0VXTCmFFoYEJF7nBQ,audio_features,spotify:track:313yF0VXTCmFFoYEJF7nBQ,0.171,0.0
New Religion,5.82e-06,https://api.spotify.com/v1/audio-analysis/3VgwhBoy9lkNxRiEJZu6DR,0.512,230133,0.96,3VgwhBoy9lkNxRiEJZu6DR,0.847,2,0.28600000000000003,-3.863,1,0.0872,105.035,4,https://api.spotify.com/v1/tracks/3VgwhBoy9lkNxRiEJZu6DR,audio_features,spotify:track:3VgwhBoy9lkNxRiEJZu6DR,0.552,0.0
Home,2.64e-05,https://api.spotify.com/v1/audio-analysis/6GVryHJpjnrnrsTggoNTpe,0.366,260680,0.847,6GVryHJpjnrnrsTggoNTpe,0.0,8,0.228,-5.216,1,0.035,166.17,4,https://api.spotify.com/v1/tracks/6GVryHJpjnrnrsTggoNTpe,audio_features,spotify:track:6GVryHJpjnrnrsTggoNTpe,0.606,0.0
Sick Hearts,0.0123,https://api.spotify.com/v1/audio-analysis/3unplKLGy9fffR2HDbMWTa,0.316,207707,0.883,3unplKLGy9fffR2HDbMWTa,0.0,2,0.5820000000000001,-3.884,1,0.125,135.726,3,https://api.spotify.com/v1/tracks/3unplKLGy9fffR2HDbMWTa,audio_features,spotify:track:3unplKLGy9fffR2HDbMWTa,0.389,0.0
Navy Blue,0.649,https://api.spotify.com/v1/audio-analysis/4CAFjRhubtiR8M3z4qbc2W,0.56,163802,0.295,4CAFjRhubtiR8M3z4qbc2W,3.41e-05,11,0.112,-14.843,1,0.242,130.399,4,https://api.spotify.com/v1/tracks/4CAFjRhubtiR8M3z4qbc2W,audio_features,spotify:track:4CAFjRhubtiR8M3z4qbc2W,0.246,1.0
BOOMBAYAH,0.00264,https://api.spotify.com/v1/audio-analysis/0NeNAcCVtGqLAAmf4FhWWT,0.658,240849,0.836,0NeNAcCVtGqLAAmf4FhWWT,1.02e-06,5,0.507,-3.282,0,0.0549,124.969,4,https://api.spotify.com/v1/tracks/0NeNAcCVtGqLAAmf4FhWWT,audio_features,spotify:track:0NeNAcCVtGqLAAmf4FhWWT,0.387,0.0
What Are We Waiting For (feat. Ellise),0.354,https://api.spotify.com/v1/audio-analysis/7BUjnisMmZJQP30tLA25DD,0.622,161350,0.608,7BUjnisMmZJQP30tLA25DD,0.0,4,0.131,-8.494,0,0.0597,139.966,4,https://api.spotify.com/v1/tracks/7BUjnisMmZJQP30tLA25DD,audio_features,spotify:track:7BUjnisMmZJQP30tLA25DD,0.205,1.0
All Star,0.0319,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,0.731,200373,0.861,3cfOd4CMv2snFaKAnMdnvK,0.0,11,0.0829,-5.881,1,0.0323,104.03399999999999,4,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,audio_features,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.78,1.0
Fresh Roses,0.65,https://api.spotify.com/v1/audio-analysis/05RmevbSKDvHHKpYBoXYfR,0.763,201093,0.29600000000000004,05RmevbSKDvHHKpYBoXYfR,0.0,1,0.135,-10.611,0,0.0457,90.959,4,https://api.spotify.com/v1/tracks/05RmevbSKDvHHKpYBoXYfR,audio_features,spotify:track:05RmevbSKDvHHKpYBoXYfR,0.206,1.0
Numb,0.0046,https://api.spotify.com/v1/audio-analysis/0kO3njY9N1Rxgv27Ha1lLh,0.496,185587,0.863,0kO3njY9N1Rxgv27Ha1lLh,0.0,9,0.639,-4.1530000000000005,1,0.0381,110.018,4,https://api.spotify.com/v1/tracks/0kO3njY9N1Rxgv27Ha1lLh,audio_features,spotify:track:0kO3njY9N1Rxgv27Ha1lLh,0.243,0.0
LOVE SCENARIO,0.331,https://api.spotify.com/v1/audio-analysis/6qAzAmPBUpGrk7XADZHR5k,0.806,209648,0.707,6qAzAmPBUpGrk7XADZHR5k,0.0,7,0.294,-4.623,1,0.0307,118.011,4,https://api.spotify.com/v1/tracks/6qAzAmPBUpGrk7XADZHR5k,audio_features,spotify:track:6qAzAmPBUpGrk7XADZHR5k,0.746,0.0
One Thing Right - feat. Kane Brown,0.0667,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,0.659,181824,0.623,4hPpVbbakQNv8YTHYaOJP4,0.0,4,0.5820000000000001,-2.253,1,0.0451,88.042,4,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,audio_features,spotify:track:4hPpVbbakQNv8YTHYaOJP4,0.439,0.0
Crawling,0.0466,https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr,0.58,208960,0.7020000000000001,57BrRMwf9LrcmuOsyGilwr,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,4,https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr,audio_features,spotify:track:57BrRMwf9LrcmuOsyGilwr,0.299,0.0
Never Too Late,0.00838,https://api.spotify.com/v1/audio-analysis/3HE50TVRquwXe9yv2HFoNL,0.433,209333,0.778,3HE50TVRquwXe9yv2HFoNL,0.0,2,0.163,-4.68,0,0.0371,149.864,4,https://api.spotify.com/v1/tracks/3HE50TVRquwXe9yv2HFoNL,audio_features,spotify:track:3HE50TVRquwXe9yv2HFoNL,0.217,1.0
687 Days,0.0055899999999999995,https://api.spotify.com/v1/audio-analysis/3Z4o8kEaWTOHpdEQtmwmqK,0.473,319500,0.741,3Z4o8kEaWTOHpdEQtmwmqK,0.41600000000000004,5,0.0952,-6.154,0,0.0329,80.023,4,https://api.spotify.com/v1/tracks/3Z4o8kEaWTOHpdEQtmwmqK,audio_features,spotify:track:3Z4o8kEaWTOHpdEQtmwmqK,0.188,1.0
