name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,like
When I Lie (Remix) (feat. Ty Dolla $ign),0.0286,https://api.spotify.com/v1/audio-analysis/6lLDL0dGG00wcyo1yQTnUY,0.561,193667,0.643,6lLDL0dGG00wcyo1yQTnUY,0.0,1,0.0954,-6.763999999999999,0,0.0437,151.059,4,https://api.spotify.com/v1/tracks/6lLDL0dGG00wcyo1yQTnUY,audio_features,spotify:track:6lLDL0dGG00wcyo1yQTnUY,0.312,1.0
all the good girls go to hell,0.28300000000000003,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,0.726,168840,0.444,6IRdLKIyS4p7XNiP8r6rsx,0.14300000000000002,8,0.177,-8.922,0,0.3720000000000001,185.044,4,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,audio_features,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.569,1.0
Face Down,0.000665,https://api.spotify.com/v1/audio-analysis/0wkzGtpf4WsYgWwDTeCjTR,0.545,192000,0.932,0wkzGtpf4WsYgWwDTeCjTR,0.0,7,0.127,-2.189,0,0.0399,92.956,4,https://api.spotify.com/v1/tracks/0wkzGtpf4WsYgWwDTeCjTR,audio_features,spotify:track:0wkzGtpf4WsYgWwDTeCjTR,0.465,0.0
Same Old,0.0206,https://api.spotify.com/v1/audio-analysis/3GCVYVuCRRMH7WVtI5V0E3,0.679,175536,0.5589999999999999,3GCVYVuCRRMH7WVtI5V0E3,3.09e-05,11,0.255,-8.122,1,0.3,173.985,4,https://api.spotify.com/v1/tracks/3GCVYVuCRRMH7WVtI5V0E3,audio_features,spotify:track:3GCVYVuCRRMH7WVtI5V0E3,0.471,1.0
Missing You,0.168,https://api.spotify.com/v1/audio-analysis/0LcNMuOiULmxJK3bdHTfDF,0.537,214987,0.647,0LcNMuOiULmxJK3bdHTfDF,0.0,2,0.108,-7.37,1,0.0519,79.77,4,https://api.spotify.com/v1/tracks/0LcNMuOiULmxJK3bdHTfDF,audio_features,spotify:track:0LcNMuOiULmxJK3bdHTfDF,0.531,1.0
The Ones That Didn’t Make It Back Home,0.0979,https://api.spotify.com/v1/audio-analysis/20vIaD2DFOxGqDvN0dlMEH,0.537,191018,0.784,20vIaD2DFOxGqDvN0dlMEH,0.0,3,0.224,-4.869,1,0.034,137.995,4,https://api.spotify.com/v1/tracks/20vIaD2DFOxGqDvN0dlMEH,audio_features,spotify:track:20vIaD2DFOxGqDvN0dlMEH,0.468,0.0
"Surgite, Mortui",1.3500000000000001e-05,https://api.spotify.com/v1/audio-analysis/4qBK9EANIjFFPRrunDgMZg,0.433,267227,0.9840000000000001,4qBK9EANIjFFPRrunDgMZg,0.6459999999999999,9,0.171,-4.084,0,0.136,150.001,4,https://api.spotify.com/v1/tracks/4qBK9EANIjFFPRrunDgMZg,audio_features,spotify:track:4qBK9EANIjFFPRrunDgMZg,0.259,0.0
Over and Over,0.0283,https://api.spotify.com/v1/audio-analysis/6Dtq63g5m2sMIVd1Aw9ZDD,0.434,191907,0.763,6Dtq63g5m2sMIVd1Aw9ZDD,0.0,0,0.153,-4.123,1,0.0327,138.941,4,https://api.spotify.com/v1/tracks/6Dtq63g5m2sMIVd1Aw9ZDD,audio_features,spotify:track:6Dtq63g5m2sMIVd1Aw9ZDD,0.249,1.0
This Is America,0.11699999999999999,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,0.8540000000000001,225773,0.46299999999999997,0b9oOr2ZgvyQu88wzixux9,0.0,5,0.354,-6.159,1,0.13699999999999998,120.024,4,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,audio_features,spotify:track:0b9oOr2ZgvyQu88wzixux9,0.5489999999999999,1.0
You're Not Alone,0.000948,https://api.spotify.com/v1/audio-analysis/7cITfGsdjGaTP0b5oiLL0z,0.458,238053,0.845,7cITfGsdjGaTP0b5oiLL0z,1.99e-06,2,0.359,-4.384,0,0.0422,119.994,4,https://api.spotify.com/v1/tracks/7cITfGsdjGaTP0b5oiLL0z,audio_features,spotify:track:7cITfGsdjGaTP0b5oiLL0z,0.175,0.0
Rumor,0.7490000000000001,https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV,0.655,198440,0.56,56eGOeSsqdg3FLxdo83TwV,0.0,9,0.115,-6.857,1,0.0486,140.975,4,https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV,audio_features,spotify:track:56eGOeSsqdg3FLxdo83TwV,0.599,0.0
The Taste of Ink,0.00143,https://api.spotify.com/v1/audio-analysis/5jZ1Z2GFTf2gwmFc3qiUxs,0.541,208693,0.904,5jZ1Z2GFTf2gwmFc3qiUxs,0.0,7,0.193,-3.0010000000000003,1,0.0435,98.122,4,https://api.spotify.com/v1/tracks/5jZ1Z2GFTf2gwmFc3qiUxs,audio_features,spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,0.541,0.0
Take It From Me,0.0267,https://api.spotify.com/v1/audio-analysis/3dCZm5HrG0jIXAHfNkg2H0,0.5920000000000001,174255,0.8909999999999999,3dCZm5HrG0jIXAHfNkg2H0,0.0,10,0.35200000000000004,-3.1439999999999997,1,0.0512,99.98299999999999,4,https://api.spotify.com/v1/tracks/3dCZm5HrG0jIXAHfNkg2H0,audio_features,spotify:track:3dCZm5HrG0jIXAHfNkg2H0,0.674,1.0
Too Young,0.271,https://api.spotify.com/v1/audio-analysis/4SYUUlkScpNR1QvPscXf8t,0.602,237147,0.635,4SYUUlkScpNR1QvPscXf8t,3.2e-05,4,0.0829,-6.526,0,0.052000000000000005,123.05,4,https://api.spotify.com/v1/tracks/4SYUUlkScpNR1QvPscXf8t,audio_features,spotify:track:4SYUUlkScpNR1QvPscXf8t,0.225,1.0
Let It Bleed (feat. Cristina Gatti),0.0233,https://api.spotify.com/v1/audio-analysis/2e6KxbPy2qQ6HXCDDTsbzB,0.705,200217,0.581,2e6KxbPy2qQ6HXCDDTsbzB,0.0,8,0.7809999999999999,-9.979,1,0.111,91.998,4,https://api.spotify.com/v1/tracks/2e6KxbPy2qQ6HXCDDTsbzB,audio_features,spotify:track:2e6KxbPy2qQ6HXCDDTsbzB,0.43,1.0
Tempo,0.237,https://api.spotify.com/v1/audio-analysis/4EjUFjzi4ErWjklOA3Aslu,0.686,224483,0.842,4EjUFjzi4ErWjklOA3Aslu,0.0,0,0.0683,-4.423,1,0.1,115.944,4,https://api.spotify.com/v1/tracks/4EjUFjzi4ErWjklOA3Aslu,audio_features,spotify:track:4EjUFjzi4ErWjklOA3Aslu,0.519,0.0
FANCY,0.0132,https://api.spotify.com/v1/audio-analysis/60zxdAqWtdDu0vYsbXViA7,0.699,213886,0.866,60zxdAqWtdDu0vYsbXViA7,0.0,5,0.648,-2.138,0,0.0446,132.023,4,https://api.spotify.com/v1/tracks/60zxdAqWtdDu0vYsbXViA7,audio_features,spotify:track:60zxdAqWtdDu0vYsbXViA7,0.795,0.0
Where We Go,9.53e-05,https://api.spotify.com/v1/audio-analysis/7FQzzDpesa2sgsXkGMBRqz,0.545,279088,0.687,7FQzzDpesa2sgsXkGMBRqz,0.00797,1,0.109,-5.01,0,0.0264,77.40100000000002,4,https://api.spotify.com/v1/tracks/7FQzzDpesa2sgsXkGMBRqz,audio_features,spotify:track:7FQzzDpesa2sgsXkGMBRqz,0.13699999999999998,1.0
Baptize Me,0.0323,https://api.spotify.com/v1/audio-analysis/57cAALfX35bWaURrtJnumR,0.562,217933,0.511,57cAALfX35bWaURrtJnumR,0.000244,5,0.20600000000000002,-7.96,1,0.0375,135.009,4,https://api.spotify.com/v1/tracks/57cAALfX35bWaURrtJnumR,audio_features,spotify:track:57cAALfX35bWaURrtJnumR,0.134,1.0
Must Have Been The Wind,0.8220000000000001,https://api.spotify.com/v1/audio-analysis/1PsMieVYFXrSeXMxuE2SbG,0.5920000000000001,179300,0.475,1PsMieVYFXrSeXMxuE2SbG,0.000969,7,0.122,-11.09,1,0.0727,178.093,4,https://api.spotify.com/v1/tracks/1PsMieVYFXrSeXMxuE2SbG,audio_features,spotify:track:1PsMieVYFXrSeXMxuE2SbG,0.369,1.0
Theatre,0.269,https://api.spotify.com/v1/audio-analysis/1AQCDEMhSP822QroFBpqWx,0.6659999999999999,185200,0.537,1AQCDEMhSP822QroFBpqWx,0.203,0,0.11,-6.0939999999999985,0,0.0741,75.045,4,https://api.spotify.com/v1/tracks/1AQCDEMhSP822QroFBpqWx,audio_features,spotify:track:1AQCDEMhSP822QroFBpqWx,0.523,1.0
To Hell & Back,0.14800000000000002,https://api.spotify.com/v1/audio-analysis/226TUHo7YO5d5ceR0sg1aG,0.46299999999999997,195587,0.71,226TUHo7YO5d5ceR0sg1aG,0.000196,0,0.12300000000000001,-7.051,1,0.0859,78.14399999999998,4,https://api.spotify.com/v1/tracks/226TUHo7YO5d5ceR0sg1aG,audio_features,spotify:track:226TUHo7YO5d5ceR0sg1aG,0.44,1.0
Midsummer Madness,0.359,https://api.spotify.com/v1/audio-analysis/6TodWdTSDfzwgYynTZSvJn,0.409,280842,0.6779999999999999,6TodWdTSDfzwgYynTZSvJn,4.76e-06,9,0.16699999999999998,-7.731,1,0.0878,89.96799999999998,4,https://api.spotify.com/v1/tracks/6TodWdTSDfzwgYynTZSvJn,audio_features,spotify:track:6TodWdTSDfzwgYynTZSvJn,0.168,1.0
Even Though I'm Leaving,0.235,https://api.spotify.com/v1/audio-analysis/3sVLgsSTHRu483w6QciloO,0.547,225253,0.743,3sVLgsSTHRu483w6QciloO,0.0,2,0.231,-6.064,1,0.0323,77.9,4,https://api.spotify.com/v1/tracks/3sVLgsSTHRu483w6QciloO,audio_features,spotify:track:3sVLgsSTHRu483w6QciloO,0.647,0.0
Gashina,0.0556,https://api.spotify.com/v1/audio-analysis/0jFHMDRXxKaREor3hBEEST,0.722,180000,0.833,0jFHMDRXxKaREor3hBEEST,0.0,6,0.195,-3.915,1,0.094,93.941,4,https://api.spotify.com/v1/tracks/0jFHMDRXxKaREor3hBEEST,audio_features,spotify:track:0jFHMDRXxKaREor3hBEEST,0.53,0.0
Keep You Close,0.16699999999999998,https://api.spotify.com/v1/audio-analysis/5UXckSDDcNGxEDWqK8Zoh6,0.631,197814,0.6,5UXckSDDcNGxEDWqK8Zoh6,6.3e-05,2,0.101,-7.912000000000001,1,0.0589,76.015,4,https://api.spotify.com/v1/tracks/5UXckSDDcNGxEDWqK8Zoh6,audio_features,spotify:track:5UXckSDDcNGxEDWqK8Zoh6,0.525,1.0
Groove of Satan,0.0155,https://api.spotify.com/v1/audio-analysis/3BwekigMK5Sy4xSEzczLIh,0.594,92500,0.573,3BwekigMK5Sy4xSEzczLIh,0.9740000000000001,2,0.156,-10.707,0,0.0282,111.01700000000001,4,https://api.spotify.com/v1/tracks/3BwekigMK5Sy4xSEzczLIh,audio_features,spotify:track:3BwekigMK5Sy4xSEzczLIh,0.2,1.0
Warm (feat. Mia),0.888,https://api.spotify.com/v1/audio-analysis/3kBofOTKMUZ62a311eUwvx,0.662,255466,0.297,3kBofOTKMUZ62a311eUwvx,0.108,8,0.119,-14.525,1,0.0301,94.023,4,https://api.spotify.com/v1/tracks/3kBofOTKMUZ62a311eUwvx,audio_features,spotify:track:3kBofOTKMUZ62a311eUwvx,0.434,1.0
Smother Me,0.228,https://api.spotify.com/v1/audio-analysis/1ndeTSZvZlxz0JgMc7xx9w,0.334,377680,0.104,1ndeTSZvZlxz0JgMc7xx9w,0.0,0,0.25,-7.377000000000002,1,0.055,171.34900000000005,3,https://api.spotify.com/v1/tracks/1ndeTSZvZlxz0JgMc7xx9w,audio_features,spotify:track:1ndeTSZvZlxz0JgMc7xx9w,0.0965,0.0
These Days,0.7909999999999999,https://api.spotify.com/v1/audio-analysis/4UW4I0a056lfIaghMSvaf4,0.544,239426,0.281,4UW4I0a056lfIaghMSvaf4,0.0,5,0.11,-8.506,0,0.0541,134.553,4,https://api.spotify.com/v1/tracks/4UW4I0a056lfIaghMSvaf4,audio_features,spotify:track:4UW4I0a056lfIaghMSvaf4,0.236,1.0
Redbone,0.16699999999999998,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,0.743,326933,0.34700000000000003,0wXuerDYiBnERgIpbb3JBR,0.00951,1,0.10300000000000001,-11.174000000000001,1,0.121,160.143,4,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,audio_features,spotify:track:0wXuerDYiBnERgIpbb3JBR,0.5720000000000001,1.0
The Webs We Weave,0.00243,https://api.spotify.com/v1/audio-analysis/32peSmlts2tyF1dTVGEytu,0.488,173733,0.954,32peSmlts2tyF1dTVGEytu,0.0,5,0.235,-3.784,1,0.123,105.356,4,https://api.spotify.com/v1/tracks/32peSmlts2tyF1dTVGEytu,audio_features,spotify:track:32peSmlts2tyF1dTVGEytu,0.568,0.0
I Wasted You,0.222,https://api.spotify.com/v1/audio-analysis/7sQQC2vvWgKLoZEISvWXjd,0.426,222000,0.665,7sQQC2vvWgKLoZEISvWXjd,0.0,9,0.142,-4.357,0,0.0358,175.959,4,https://api.spotify.com/v1/tracks/7sQQC2vvWgKLoZEISvWXjd,audio_features,spotify:track:7sQQC2vvWgKLoZEISvWXjd,0.268,1.0
Me & You,0.0572,https://api.spotify.com/v1/audio-analysis/0dSE54vYYvRNWzVTxE2xTL,0.709,203507,0.911,0dSE54vYYvRNWzVTxE2xTL,4.73e-06,7,0.0732,-2.611,1,0.0593,106.972,4,https://api.spotify.com/v1/tracks/0dSE54vYYvRNWzVTxE2xTL,audio_features,spotify:track:0dSE54vYYvRNWzVTxE2xTL,0.779,0.0
What a life,0.301,https://api.spotify.com/v1/audio-analysis/3TfLZodlQ1TzNpdrc4KXR5,0.862,203867,0.782,3TfLZodlQ1TzNpdrc4KXR5,0.0,5,0.143,-3.811,0,0.125,135.029,4,https://api.spotify.com/v1/tracks/3TfLZodlQ1TzNpdrc4KXR5,audio_features,spotify:track:3TfLZodlQ1TzNpdrc4KXR5,0.847,0.0
In Between,0.0166,https://api.spotify.com/v1/audio-analysis/4bZsLI9lZgSu3MN99kDbic,0.5920000000000001,221600,0.928,4bZsLI9lZgSu3MN99kDbic,1.3800000000000007e-05,11,0.123,-5.403,1,0.0557,121.997,4,https://api.spotify.com/v1/tracks/4bZsLI9lZgSu3MN99kDbic,audio_features,spotify:track:4bZsLI9lZgSu3MN99kDbic,0.391,0.0
Complex,0.422,https://api.spotify.com/v1/audio-analysis/7bs2g5h2gay1aqjXggRzZ1,0.711,191417,0.544,7bs2g5h2gay1aqjXggRzZ1,0.0,5,0.0777,-10.436,0,0.299,92.99,4,https://api.spotify.com/v1/tracks/7bs2g5h2gay1aqjXggRzZ1,audio_features,spotify:track:7bs2g5h2gay1aqjXggRzZ1,0.58,1.0
lovely (with Khalid),0.934,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,0.35100000000000003,200186,0.29600000000000004,0u2P5u6lvoDfwTYjAADbn4,0.0,4,0.095,-10.109,0,0.0333,115.28399999999999,4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,audio_features,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.12,1.0
What Happens In A Small Town,0.000927,https://api.spotify.com/v1/audio-analysis/3g9OCNXY2aSbGRQGY17qVE,0.496,202587,0.775,3g9OCNXY2aSbGRQGY17qVE,0.0,11,0.14,-5.3039999999999985,1,0.0411,138.165,4,https://api.spotify.com/v1/tracks/3g9OCNXY2aSbGRQGY17qVE,audio_features,spotify:track:3g9OCNXY2aSbGRQGY17qVE,0.478,0.0
Ghost Town,0.0954,https://api.spotify.com/v1/audio-analysis/6Bg7MznA9X0dIhlAsLyBYj,0.5720000000000001,271387,0.5429999999999999,6Bg7MznA9X0dIhlAsLyBYj,0.0,7,0.329,-4.251,0,0.0287,83.36399999999998,4,https://api.spotify.com/v1/tracks/6Bg7MznA9X0dIhlAsLyBYj,audio_features,spotify:track:6Bg7MznA9X0dIhlAsLyBYj,0.329,1.0
PLAYING WITH FIRE,0.0399,https://api.spotify.com/v1/audio-analysis/5ANbXf5qR48a4jfFnSq80w,0.707,197355,0.758,5ANbXf5qR48a4jfFnSq80w,0.0,4,0.141,-4.511,0,0.0917,97.037,4,https://api.spotify.com/v1/tracks/5ANbXf5qR48a4jfFnSq80w,audio_features,spotify:track:5ANbXf5qR48a4jfFnSq80w,0.674,0.0
You Don't Know Me,0.6,https://api.spotify.com/v1/audio-analysis/19czqg2sES22uiWenXX9dk,0.742,172307,0.362,19czqg2sES22uiWenXX9dk,2.47e-05,1,0.212,-11.661,1,0.196,123.986,4,https://api.spotify.com/v1/tracks/19czqg2sES22uiWenXX9dk,audio_features,spotify:track:19czqg2sES22uiWenXX9dk,0.331,1.0
ECLIPSE,0.0417,https://api.spotify.com/v1/audio-analysis/3FoiMgXMrO3D5FeJuotKyZ,0.596,209519,0.893,3FoiMgXMrO3D5FeJuotKyZ,0.0,1,0.315,-3.43,0,0.16,79.889,4,https://api.spotify.com/v1/tracks/3FoiMgXMrO3D5FeJuotKyZ,audio_features,spotify:track:3FoiMgXMrO3D5FeJuotKyZ,0.526,0.0
4 AM,0.258,https://api.spotify.com/v1/audio-analysis/5qmSe5KyErKYdWxbCy1JeM,0.6779999999999999,200234,0.468,5qmSe5KyErKYdWxbCy1JeM,0.000349,4,0.107,-6.825,1,0.0439,119.986,4,https://api.spotify.com/v1/tracks/5qmSe5KyErKYdWxbCy1JeM,audio_features,spotify:track:5qmSe5KyErKYdWxbCy1JeM,0.184,1.0
Thank Me Later,0.191,https://api.spotify.com/v1/audio-analysis/0cSudkwUpqc4maU7qzyF8U,0.747,203893,0.539,0cSudkwUpqc4maU7qzyF8U,5.98e-05,2,0.35600000000000004,-6.904,1,0.086,76.539,4,https://api.spotify.com/v1/tracks/0cSudkwUpqc4maU7qzyF8U,audio_features,spotify:track:0cSudkwUpqc4maU7qzyF8U,0.727,1.0
The Flood,0.000386,https://api.spotify.com/v1/audio-analysis/6Jd7cxt5k6iV1JfvDW7uJl,0.394,212973,0.946,6Jd7cxt5k6iV1JfvDW7uJl,0.0,8,0.17600000000000002,-5.0139999999999985,1,0.151,187.928,4,https://api.spotify.com/v1/tracks/6Jd7cxt5k6iV1JfvDW7uJl,audio_features,spotify:track:6Jd7cxt5k6iV1JfvDW7uJl,0.513,0.0
bury a friend,0.74,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,0.905,193143,0.389,4SSnFejRGlZikf02HLewEF,0.162,8,0.106,-14.505,1,0.332,120.046,4,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,audio_features,spotify:track:4SSnFejRGlZikf02HLewEF,0.196,1.0
This City,0.731,https://api.spotify.com/v1/audio-analysis/7kF3x1XJXGcgQWFemulw4q,0.602,194853,0.377,7kF3x1XJXGcgQWFemulw4q,0.0,11,0.0808,-6.212999999999999,1,0.0446,73.877,4,https://api.spotify.com/v1/tracks/7kF3x1XJXGcgQWFemulw4q,audio_features,spotify:track:7kF3x1XJXGcgQWFemulw4q,0.518,1.0
Better Than Today,0.736,https://api.spotify.com/v1/audio-analysis/6MLHg35rlksBc5OBcdZvJi,0.387,230353,0.234,6MLHg35rlksBc5OBcdZvJi,0.0,0,0.084,-8.861,1,0.0373,78.65,4,https://api.spotify.com/v1/tracks/6MLHg35rlksBc5OBcdZvJi,audio_features,spotify:track:6MLHg35rlksBc5OBcdZvJi,0.408,1.0
Killers Like Candy,0.00573,https://api.spotify.com/v1/audio-analysis/4IpuzqkJL536B0H0JFF8JU,0.279,213240,0.954,4IpuzqkJL536B0H0JFF8JU,0.0,0,0.358,-3.195,0,0.155,195.014,4,https://api.spotify.com/v1/tracks/4IpuzqkJL536B0H0JFF8JU,audio_features,spotify:track:4IpuzqkJL536B0H0JFF8JU,0.485,0.0
Love Shot,0.0702,https://api.spotify.com/v1/audio-analysis/0yB4jrSwN0bFtFRDR5vyMj,0.689,200306,0.678,0yB4jrSwN0bFtFRDR5vyMj,0.0,5,0.0889,-4.287,0,0.119,145.883,4,https://api.spotify.com/v1/tracks/0yB4jrSwN0bFtFRDR5vyMj,audio_features,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,0.335,0.0
We Were,0.127,https://api.spotify.com/v1/audio-analysis/6JOeNbZ3X6dtXusG3hkHn8,0.44,189104,0.8029999999999999,6JOeNbZ3X6dtXusG3hkHn8,0.0,5,0.128,-6.162000000000001,1,0.0512,79.312,4,https://api.spotify.com/v1/tracks/6JOeNbZ3X6dtXusG3hkHn8,audio_features,spotify:track:6JOeNbZ3X6dtXusG3hkHn8,0.633,0.0
Nobody,0.519,https://api.spotify.com/v1/audio-analysis/2SHbF9xWleu30pAHfOZaEn,0.573,160707,0.747,2SHbF9xWleu30pAHfOZaEn,1.13e-06,0,0.0867,-6.46,1,0.0319,79.952,4,https://api.spotify.com/v1/tracks/2SHbF9xWleu30pAHfOZaEn,audio_features,spotify:track:2SHbF9xWleu30pAHfOZaEn,0.645,0.0
Paralyzed,0.0358,https://api.spotify.com/v1/audio-analysis/7I106tELU6iawFLUJcBUx5,0.5429999999999999,193733,0.954,7I106tELU6iawFLUJcBUx5,1.39e-05,6,0.368,-4.44,0,0.0399,96.009,4,https://api.spotify.com/v1/tracks/7I106tELU6iawFLUJcBUx5,audio_features,spotify:track:7I106tELU6iawFLUJcBUx5,0.8220000000000001,0.0
Reality,0.122,https://api.spotify.com/v1/audio-analysis/5zGRzrQFtk4PmJBv6AkdDR,0.597,235194,0.643,5zGRzrQFtk4PmJBv6AkdDR,0.0,7,0.27,-5.837999999999999,1,0.0285,85.859,4,https://api.spotify.com/v1/tracks/5zGRzrQFtk4PmJBv6AkdDR,audio_features,spotify:track:5zGRzrQFtk4PmJBv6AkdDR,0.295,1.0
Raised on Country,0.395,https://api.spotify.com/v1/audio-analysis/6voi5xnLs9JKmWG2oLmgDU,0.5720000000000001,175595,0.794,6voi5xnLs9JKmWG2oLmgDU,0.0,2,0.23,-3.224,1,0.0455,148.095,4,https://api.spotify.com/v1/tracks/6voi5xnLs9JKmWG2oLmgDU,audio_features,spotify:track:6voi5xnLs9JKmWG2oLmgDU,0.79,0.0
8,0.698,https://api.spotify.com/v1/audio-analysis/6X29iaaazwho3ab7GNue5r,0.735,173202,0.235,6X29iaaazwho3ab7GNue5r,0.00604,3,0.107,-13.239,1,0.315,62.44600000000001,4,https://api.spotify.com/v1/tracks/6X29iaaazwho3ab7GNue5r,audio_features,spotify:track:6X29iaaazwho3ab7GNue5r,0.462,1.0
IDOL,0.00219,https://api.spotify.com/v1/audio-analysis/03iCbZaM4OkRR4We6wIzvx,0.709,260234,0.857,03iCbZaM4OkRR4We6wIzvx,0.0,9,0.103,-3.394,1,0.0881,126.038,4,https://api.spotify.com/v1/tracks/03iCbZaM4OkRR4We6wIzvx,audio_features,spotify:track:03iCbZaM4OkRR4We6wIzvx,0.446,0.0
Sunflower - Spider-Man: Into the Spider-Verse,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.9129999999999999,1.0
Confidence,0.0637,https://api.spotify.com/v1/audio-analysis/7to68V64Cu6zk0UDo5tyw3,0.59,253077,0.562,7to68V64Cu6zk0UDo5tyw3,0.0,11,0.105,-9.607000000000001,0,0.0505,140.835,4,https://api.spotify.com/v1/tracks/7to68V64Cu6zk0UDo5tyw3,audio_features,spotify:track:7to68V64Cu6zk0UDo5tyw3,0.561,1.0
The Bird and the Worm,0.0742,https://api.spotify.com/v1/audio-analysis/2OsB5mygafbQxTwznXC0eP,0.299,225040,0.933,2OsB5mygafbQxTwznXC0eP,1.21e-05,6,0.0723,-6.874,0,0.17,180.092,3,https://api.spotify.com/v1/tracks/2OsB5mygafbQxTwznXC0eP,audio_features,spotify:track:2OsB5mygafbQxTwznXC0eP,0.205,0.0
Incredible,0.306,https://api.spotify.com/v1/audio-analysis/5bZeugrr7oIATt1CLJuhT4,0.556,246320,0.589,5bZeugrr7oIATt1CLJuhT4,0.0,0,0.147,-6.209,1,0.0431,180.942,3,https://api.spotify.com/v1/tracks/5bZeugrr7oIATt1CLJuhT4,audio_features,spotify:track:5bZeugrr7oIATt1CLJuhT4,0.264,1.0
Lamp (feat. Nujabes),0.664,https://api.spotify.com/v1/audio-analysis/5fpIho8igzgHw9FTmZGoTU,0.434,400107,0.522,5fpIho8igzgHw9FTmZGoTU,0.925,7,0.269,-8.719,0,0.0304,94.988,4,https://api.spotify.com/v1/tracks/5fpIho8igzgHw9FTmZGoTU,audio_features,spotify:track:5fpIho8igzgHw9FTmZGoTU,0.383,1.0
Devil In Your Eye,0.406,https://api.spotify.com/v1/audio-analysis/3lr9bcjeb2ROhhu7sogSba,0.454,225293,0.429,3lr9bcjeb2ROhhu7sogSba,0.000713,6,0.112,-9.193,0,0.0366,86.48100000000002,4,https://api.spotify.com/v1/tracks/3lr9bcjeb2ROhhu7sogSba,audio_features,spotify:track:3lr9bcjeb2ROhhu7sogSba,0.475,1.0
Ashley,0.00201,https://api.spotify.com/v1/audio-analysis/461RZaiXQvRcSjxvdbVxBq,0.269,206936,0.904,461RZaiXQvRcSjxvdbVxBq,0.0,5,0.329,-5.715,1,0.188,177.423,4,https://api.spotify.com/v1/tracks/461RZaiXQvRcSjxvdbVxBq,audio_features,spotify:track:461RZaiXQvRcSjxvdbVxBq,0.34600000000000003,0.0
Violence),0.338,https://api.spotify.com/v1/audio-analysis/2tpggu2I0gzR4cHBQRuHj6,0.465,205500,0.595,2tpggu2I0gzR4cHBQRuHj6,0.0,7,0.324,-3.644,1,0.0458,132.61700000000002,4,https://api.spotify.com/v1/tracks/2tpggu2I0gzR4cHBQRuHj6,audio_features,spotify:track:2tpggu2I0gzR4cHBQRuHj6,0.199,1.0
Situations,0.0261,https://api.spotify.com/v1/audio-analysis/5vK7di9mZBqB91kodObbn8,0.503,187880,0.8809999999999999,5vK7di9mZBqB91kodObbn8,0.0,0,0.482,-4.502,0,0.0827,101.038,4,https://api.spotify.com/v1/tracks/5vK7di9mZBqB91kodObbn8,audio_features,spotify:track:5vK7di9mZBqB91kodObbn8,0.597,0.0
Praying To A God,0.348,https://api.spotify.com/v1/audio-analysis/3NWCPJllg1v12ElS4eQMKV,0.591,220495,0.201,3NWCPJllg1v12ElS4eQMKV,0.0,3,0.101,-17.134,1,0.0504,109.328,4,https://api.spotify.com/v1/tracks/3NWCPJllg1v12ElS4eQMKV,audio_features,spotify:track:3NWCPJllg1v12ElS4eQMKV,0.0763,1.0
Make Me Want To,0.0793,https://api.spotify.com/v1/audio-analysis/2uJwGoHVPStmWV7iTKEhcn,0.519,172280,0.872,2uJwGoHVPStmWV7iTKEhcn,0.0,2,0.111,-3.212,1,0.0616,179.965,4,https://api.spotify.com/v1/tracks/2uJwGoHVPStmWV7iTKEhcn,audio_features,spotify:track:2uJwGoHVPStmWV7iTKEhcn,0.74,0.0
Why (Remix) [feat. Leon Bridges] - Remix,0.473,https://api.spotify.com/v1/audio-analysis/0FomDJEJ8NUEMYOfZeYjkH,0.62,234333,0.448,0FomDJEJ8NUEMYOfZeYjkH,0.0,0,0.0917,-7.641,0,0.0459,126.94,4,https://api.spotify.com/v1/tracks/0FomDJEJ8NUEMYOfZeYjkH,audio_features,spotify:track:0FomDJEJ8NUEMYOfZeYjkH,0.306,1.0
